Code,Description,Airport Name,Latitude,Longitude
12325,"Iloilo, Philippines: Iloilo Airport",Iloilo Airport,10.83305556,122.49333333
12326,"Ile Des Pins, New Caledonia: Ile Des Pins Moue",Ile Des Pins Moue,-22.58861111,167.45527778
12327,"Ilo, Peru: Gen Jorge Fernandez Maldonado Solari",Gen Jorge Fernandez Maldonado Solari,-17.695,-71.34388889
12328,"Ilorin, Nigeria: Ilorin Airport",Ilorin Airport,8.44,4.49388889
12329,"Islay, United Kingdom: Islay Airport",Islay Airport,55.68333333,-6.25972222
12330,"Zilina, Slovakia: Zilina International",Zilina International,49.23333333,18.61361111
12331,"Imphal, India: Imphal Airport",Imphal Airport,24.75972222,93.89722222
12332,"Imperial, NE: Imperial Municipal",Imperial Municipal,40.51027778,-101.62027778
12333,"Immokalee, FL: Immokalee Regional",Immokalee Regional,26.43361111,-81.40055556
12334,"Imperatriz, Brazil: Imperatriz Airport",Imperatriz Airport,-5.53194444,-47.48055556
12335,"Iron Mountain/Kingsfd, MI: Ford",Ford,45.81833333,-88.11444444
12336,"Auburn, IN: De Kalb County",De Kalb County,41.30722222,-85.06444444
12337,"Indianapolis, IN: Indianapolis Executive",Indianapolis Executive,40.03055556,-86.25138889
12338,"Yinchuan, China: Hedong",Hedong,38.32111111,106.39222222
12339,"Indianapolis, IN: Indianapolis International",Indianapolis International,39.71722222,-86.29472222
12340,"In Guezzam, Algeria: In Guezzam Airport",In Guezzam Airport,19.56055556,5.74944444
12341,"Lago Argentino, Argentina: Lago Argentino Airport",Lago Argentino Airport,-50.33472222,-72.24888889
12342,"Inhambane, Mozambique: Inhambane Airport",Inhambane Airport,-23.87666667,35.40861111
12343,"International Falls, MN: Falls International Einarson Field",Falls International Einarson Field,48.56555556,-93.40222222
12344,"Innsbruck, Austria: Innsbruck Airport",Innsbruck Airport,47.26027778,11.34388889
12345,"Inongo, Congo (Kinshasa): Inongo Airport",Inongo Airport,-1.94666667,18.28527778
12347,"Indian Springs, NV: Creech AFB",Creech AFB,36.58638889,-115.6775
12348,"Winston-Salem, NC: Smith Reynolds",Smith Reynolds,36.13361111,-80.22194444
12349,"Nauru, Nauru: Nauru Island",Nauru Island,-0.53333333,166.91666667
12350,"Inverness, United Kingdom: Inverness Airport",Inverness Airport,57.5425,-4.0475
12351,"Winslow, AZ: Winslow-Lindbergh Regional",Winslow-Lindbergh Regional,35.02194444,-110.7225
12352,"Ioannina, Greece: Ioannina Airport",Ioannina Airport,39.69722222,20.82194444
12353,"Isle of Man, United Kingdom: Isle of Man Airport",Isle of Man Airport,54.08277778,-4.62694444
12354,"Impfondo, Congo (Brazaville): Impfondo Airport",Impfondo Airport,1.58944444,18.04694444
12355,"Inishmore, Ireland: Inishmore Airport",Inishmore Airport,53.10694444,-9.65305556
12356,"Ilheus, Brazil: Jorge Amado",Jorge Amado,-14.81583333,-39.03333333
12357,"Ile Ouen, New Caledonia: Ile Ouen Airport",Ile Ouen Airport,-22.46055556,166.78277778
12358,"Iowa City, IA: Iowa City Municipal",Iowa City Municipal,41.63972222,-91.54805556
12359,"Easter Island, Chile: Mataveri International",Mataveri International,-27.16472222,-109.42166667
12360,"Ipil, Philippines: Ipil Airport",Ipil Airport,7.78555556,122.60138889
12361,"Ipoh, Malaysia: Ipoh Sultan Azlan Shah",Ipoh Sultan Azlan Shah,4.56916667,101.09305556
12362,"Ipiales, Colombia: San Luis",San Luis,0.86138889,-77.6675
12363,"El Centro, CA: Imperial County",Imperial County,32.83416667,-115.57888889
12364,"Ipatinga, Brazil: Usiminas",Usiminas,-19.47083333,-42.4875
12365,"Williamsport, PA: Williamsport Regional",Williamsport Regional,41.24166667,-76.92194444
12366,"Al Taqaddum, Iraq: Al Taqaddum AB",Al Taqaddum AB,33.33805556,43.59722222
12367,"Al Asad, Iraq: Al Asad AB",Al Asad AB,33.78555556,42.44111111
12368,"Iquique, Chile: Diego Aracena International",Diego Aracena International,-20.53527778,-70.18138889
12369,"Iquitos, Peru: Coronel Francisco Secada Vignetta International",Coronel Francisco Secada Vignetta International,-3.78472222,-73.30888889
12370,"Circle, AK: Circle City",Circle City,65.82805556,-144.07611111
12371,"Ishurdi, Bangladesh: Ishurdi Airport",Ishurdi Airport,24.1525,89.04944444
12372,"Iron Range, Australia: Iron Range Airport",Iron Range Airport,-12.78888889,143.3125
12373,"Iringa, Tanzania: Iringa Airport",Iringa Airport,-7.67083333,35.75166667
12374,"La Rioja, Argentina: Capitan Vicente A Almonacid",Capitan Vicente A Almonacid,-29.38333333,-66.78333333
12375,"Kirksville, MO: Kirksville Regional",Kirksville Regional,40.09333333,-92.545
12376,"Birao, Central African Republic: Birao Airport",Birao Airport,10.23694444,22.71611111
12377,"Isiro, Congo (Kinshasa): Isiro Airport",Isiro Airport,2.78194444,27.63083333
12378,"Sturgis, MI: Sturgis Airport",Sturgis Airport,41.8,-85.41666667
12379,"Bayou La Batre, AL: Roy E. Ray",Roy E. Ray,30.45527778,-88.21111111
12380,"Mount Isa, Australia: Mount Isa Airport",Mount Isa Airport,-20.66638889,139.48861111
12381,"Islamabad, Pakistan: Islamabad Airport",Islamabad Airport,,
12382,"Scilly Isles, United Kingdom: Scilly Isles Airport",Scilly Isles Airport,49.91333333,-6.29194444
12383,"Ishigaki, Japan: Ishigaki Airport",Ishigaki Airport,24.34444444,124.18694444
12384,"Ischia, Italy: Ischia Airport",Ischia Airport,40.75,13.9
12385,"Isisford, Australia: Isisford Airport",Isisford Airport,-24.25916667,144.42416667
12386,"Isla Mujeres, Mexico: Isla Mujeres Airport",Isla Mujeres Airport,21.245,-86.74
12387,"Isabel Pass, AK: Isabel Pass Airport",Isabel Pass Airport,63.5,-145.03333333
12388,"Orlando, FL: Kissimmee Gateway",Kissimmee Gateway,28.28972222,-81.43694444
12389,"Williston, ND: Sloulin Field International",Sloulin Field International,48.17805556,-103.64222222
12390,"Kinston, NC: Kinston Regional Jetport at Stallings Field",Kinston Regional Jetport at Stallings Field,35.33138889,-77.60888889
12391,"Islip, NY: Long Island MacArthur",Long Island MacArthur,40.79611111,-73.10055556
12392,"Manistique, MI: Schoolcraft County",Schoolcraft County,45.97472222,-86.17194444
12393,"Istres, France: Istres Le Tube",Istres Le Tube,43.52277778,4.92388889
12394,"Wiscasset, ME: Wiscasset Airport",Wiscasset Airport,43.96138889,-69.7125
12395,"Istanbul, Turkey: Istanbul Airport",Istanbul Airport,41.28,28.725
12396,"Wisconsin Rapids, WI: Alexander Field South Wood County",Alexander Field South Wood County,44.36027778,-89.83916667
12397,"Ithaca/Cortland, NY: Ithaca Tompkins International",Ithaca Tompkins International,42.49138889,-76.45861111
12400,"Osaka, Japan: Osaka International",Osaka International,34.78555556,135.43805556
12401,"Itabuna, Brazil: Tertuliano Guedes de Pinho",Tertuliano Guedes de Pinho,-14.81055556,-39.29083333
12402,"Hilo, HI: Hilo International",Hilo International,19.72027778,-155.04833333
12403,"Itaqui, Brazil: Itaqui Airport",Itaqui Airport,-29.17194444,-56.53833333
12404,"Niue Island, Niue: Niue International",Niue International,-19.07888889,-169.92583333
12405,"Inus, Papua New Guinea: Inus Airport",Inus Airport,-5.78333333,155.15
12406,"Ambanja, Madagascar: Ambanja/Ambalavelona",Ambanja/Ambalavelona,-13.64222222,48.45777778
12407,"Invercargill, New Zealand: Invercargill Airport",Invercargill Airport,-46.41472222,168.31388889
12408,"Berane, Montenegro: Berane Airport",Berane Airport,42.83916667,19.86222222
12409,"Ivalo, Finland: Ivalo Airport",Ivalo Airport,68.60722222,27.40527778
12410,"Inverell, Australia: Inverell Airport",Inverell Airport,-29.88805556,151.14527778
12411,"Ivanovo, Russia: Ivanovo Airport",Ivanovo Airport,57.0,41.0
12412,"Ironwood, MI: Gogebic-Iron County",Gogebic-Iron County,46.5275,-90.13138889
12413,"Iwami, Japan: Iwami Airport",Iwami Airport,34.67638889,131.79027778
12414,"Iwoto, Japan: Iwoto Airport",Iwoto Airport,24.78416667,141.32277778
12415,"Houston, TX: West Houston",West Houston,29.81805556,-95.6725
12416,"Agartala, India: Agartala Airport",Agartala Airport,23.88722222,91.24083333
12417,"Bagdogra, India: Bagdogra Airport",Bagdogra Airport,26.68138889,88.32805556
12418,"Chandigarh, India: Chandigarh Airport",Chandigarh Airport,30.67361111,76.78861111
12419,"Allahabad, India: Prayagraj",Prayagraj,,
12420,"Mangalore, India: Mangaluru International",Mangaluru International,12.95805556,74.88861111
12421,"Belgaum, India: Belagavi",Belagavi,15.85888889,74.61611111
12422,"Kailashahar, India: Kailashahar Airport",Kailashahar Airport,24.30833333,92.0075
12423,"Lilabari, India: North Lakhimpur/Lilabari",North Lakhimpur/Lilabari,27.29027778,94.08888889
12424,"Jammu, India: Jammu Airport",Jammu Airport,32.68916667,74.83805556
12425,"Keshod, India: Keshod Airport",Keshod Airport,21.31694444,70.27027778
12426,"Leh, India: Leh Airport",Leh Airport,34.13611111,77.54694444
12427,"Madurai, India: Madurai Airport",Madurai Airport,9.83444444,78.09111111
12429,"Kamalpur, India: Kamalpur Airport",Kamalpur Airport,24.13527778,91.81083333
12430,"Ranchi, India: Birsa Munda",Birsa Munda,,
12431,"Silchar, India: Silchar Airport",Silchar Airport,24.91333333,92.97944444
12432,"Aurangabad, India: Aurangabad Airport",Aurangabad Airport,19.86305556,75.39555556
12433,"Jamshedpur, India: Jamshedpur Airport",Jamshedpur Airport,22.81361111,86.16833333
12434,"Kandla, India: Kandla Airport",Kandla Airport,23.1125,70.10027778
12435,"Port Blair, India: Sri Vijaya Puram",Sri Vijaya Puram,,
12436,"Inyokern, CA: Inyokern Airport",Inyokern Airport,35.65861111,-117.82944444
12437,"Izmir, Turkey: Izmir Metropolitan Area",Izmir Metropolitan Area,38.28611111,27.15916667
12438,"Izumo, Japan: Izumo Airport",Izumo Airport,35.41361111,132.89
12439,"Ixtepec, Mexico: Ixtepec Airport",Ixtepec Airport,16.44916667,-95.09361111
12440,"Jabiru, Australia: Jabiru Airport",Jabiru Airport,-12.65805556,132.89472222
12441,"Jackson, WY: Jackson Hole",Jackson Hole,43.60722222,-110.73777778
12442,"Jaffna, Sri Lanka: Kankesanturai",Kankesanturai,9.795,80.07277778
12443,"Jacobabad, Pakistan: Shahbaz AB",Shahbaz AB,28.28416667,68.45055556
12444,"Jaipur, India: Jaipur International",Jaipur International,26.82416667,75.81222222
12445,"Atlanta, GA: Perimeter Mall Helipad",Perimeter Mall Helipad,33.765,-84.41777778
12446,"Jacmel, Haiti: Jacmel Airport",Jacmel Airport,18.24111111,-72.51861111
12447,"Jalapa, Mexico: El Lencero",El Lencero,19.47222222,-96.78194444
12448,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",Jackson Medgar Wiley Evers International,32.31111111,-90.07583333
12449,"Atlanta, GA: Beaver Ruin",Beaver Ruin,33.93333333,-84.15
12450,"Jakobshavn, Greenland: Ilulissat",Ilulissat,69.24333333,-51.05722222
12451,"Jacksonville, FL: Jacksonville International",Jacksonville International,30.49416667,-81.68777778
12452,"Boston, MA: Boston City Heliport",Boston City Heliport,42.33333333,-71.25
12453,"Oakland, CA: Berkeley Municipal Heliport",Berkeley Municipal Heliport,37.86666667,-122.3
12454,"Commerce, CA: Commerce Business Park Heliport",Commerce Business Park Heliport,33.98666667,-118.16055556
12455,"Jonesboro, AR: Jonesboro Municipal",Jonesboro Municipal,35.83166667,-90.64638889
12456,"Cannes, France: Croisette Heliport",Croisette Heliport,43.55,7.01666667
12457,"San Francisco, CA: China Basin Heliport",China Basin Heliport,37.8,-122.46666667
12458,"Oakland, CA: Oakland Convention Center Heliport",Oakland Convention Center Heliport,37.80555556,-122.275
12459,"Christianshab, Greenland: Christianshab Airport",Christianshab Airport,68.83333333,-51.0
12460,"Olathe, KS: New Century Aircenter",New Century Aircenter,38.83083333,-94.89027778
12461,"Julia Creek, Australia: Julia Creek Airport",Julia Creek Airport,-20.66833333,141.71833333
12462,"John Day, OR: Grant County Regional/Ogilvie Field",Grant County Regional/Ogilvie Field,44.40305556,-118.96777778
12463,"Dallas/Fort Worth, TX: Downtown Heliport",Downtown Heliport,44.16388889,-94.00416667
12464,"Juiz de Fora, Brazil: Juiz",Juiz,-21.75,-43.33333333
12465,"Seattle, WA: Edgewater Inn Helipad Sea Wash",Edgewater Inn Helipad Sea Wash,47.60083333,-122.33472222
12466,"Jodhpur, India: Jodhpur Airport",Jodhpur Airport,26.25111111,73.04805556
12467,"Miami, FL: Miami Downtown Heliport",Miami Downtown Heliport,25.76666667,-80.18333333
12468,"Juazeiro Do Norte, Brazil: Regional de Cariri",Regional de Cariri,-7.2,-39.31666667
12469,"Minneapolis, MN: Minneapolis Heliport",Minneapolis Heliport,44.98277778,-93.26833333
12470,"Houston, TX: Houston Central Business District Heliport",Houston Central Business District Heliport,29.76666667,-95.33333333
12472,"Jeddah, Saudi Arabia: King Abdulaziz International",King Abdulaziz International,21.68277778,39.155
12473,"Jeremie, Haiti: Jeremie Airport",Jeremie Airport,18.66333333,-74.17055556
12474,"Jefferson City, MO: Jefferson City Memorial",Jefferson City Memorial,38.59111111,-92.15611111
12476,"Jersey, United Kingdom: Jersey Airport",Jersey Airport,49.20805556,-2.19527778
12477,"Seattle, WA: Seattle 1st National.Bank Helipad",Seattle 1st National.Bank Helipad,47.60694444,-122.3325
12478,"New York, NY: John F. Kennedy International",John F. Kennedy International,40.64,-73.77861111
12479,"Jefferson, OH: Northeast Ohio Regional",Northeast Ohio Regional,41.77777778,-80.69666667
12481,"Frederikshab, Greenland: Frederikshaab",Frederikshaab,62.00027778,-49.70027778
12482,"Jamnagar, India: Jamnagar Airport",Jamnagar Airport,22.46555556,70.0125
12483,"Grand Canyon, AZ: Grand Canyon Heliport",Grand Canyon Heliport,35.96666667,-112.13333333
12484,"Williamsburg, VA: Waltrip Williamsburg Exec",Waltrip Williamsburg Exec,,
12485,"Atlanta, GA: Galleria",Galleria,33.58333333,-84.46666667
12486,"Houston, TX: Greenway Plaza Heliport",Greenway Plaza Heliport,29.73416667,-95.43416667
12487,"Houston, TX: Transco Tower Galleria Heliport",Transco Tower Galleria Heliport,29.73666667,-95.45916667
12489,"Johor Bahru, Malaysia: Senai International",Senai International,1.63944444,103.67
12490,"Garden City, NY: Island Heliport",Island Heliport,40.74444444,-73.60833333
12491,"Helsingborg, Sweden: Helsingborg Heliport",Helsingborg Heliport,56.05,12.7
12492,"Kapalua, HI: Kapalua Airport",Kapalua Airport,20.96305556,-156.67305556
12493,"Sisimiut, Greenland: Sisimiut Airport",Sisimiut Airport,66.95138889,-53.72944444
12494,"Jamestown, NY: Chautauqua County/Jamestown",Chautauqua County/Jamestown,42.15333333,-79.25805556
12495,"Cambridge, MA: Cambridge Airport",Cambridge Airport,42.28333333,-71.13333333
12496,"Djibouti, Djibouti: Ambouli International",Ambouli International,11.54722222,43.15944444
12497,"City of Industry, CA: Civic Financial Center Heliport",Civic Financial Center Heliport,34.02444444,-117.95916667
12498,"Ikaria Island, Greece: Ikaria",Ikaria,37.68277778,26.34694444
12499,"Jilin, China: Jilin Airport",Jilin Airport,43.86666667,126.65
12500,"Jimma, Ethiopia: Aba Segud Negus Wolde Giorg",Aba Segud Negus Wolde Giorg,7.65444444,36.82111111
12501,"Jinja, Uganda: Jinja Airport",Jinja Airport,0.45277778,33.19361111
12502,"Juanjui, Peru: Juanjui Airport",Juanjui Airport,-7.16916667,-76.72861111
12503,"Jonkoping, Sweden: Jonkoping Airport",Jonkoping Airport,57.7575,14.06861111
12504,"Chios, Greece: Chios Airport",Chios Airport,38.34333333,26.14055556
12505,"Kalymnos, Greece: Kalymnos Airport",Kalymnos Airport,36.96361111,26.94055556
12506,"Janakpur, Nepal: Janakpur Airport",Janakpur Airport,26.70888889,85.92194444
12507,"Jakarta, Indonesia: Jakarta Metropolitan Area",Jakarta Metropolitan Area,-6.15305556,106.84888889
12508,"Jacksonville, TX: Cherokee County",Cherokee County,31.86944444,-95.2175
12509,"Cooper Lodge, AK: Quartz Creek",Quartz Creek,60.48416667,-149.72277778
12511,"Joplin, MO: Joplin Regional",Joplin Regional,37.15305556,-94.49888889
12512,"Jabalpur, India: Jabalpur Airport",Jabalpur Airport,23.17777778,80.05194444
12513,"Houston, TX: Astrodome",Astrodome,29.68333333,-95.4
12514,"Jamba, Angola: Jamba Airport",Jamba Airport,-14.69833333,16.06694444
12515,"San Francisco, CA: Marin County Heliport",Marin County Heliport,37.87861111,-122.50972222
12516,"Mikonos Island, Greece: Mikonos",Mikonos,37.43527778,25.34833333
12517,"Malmo, Sweden: Harbour Heliport",Harbour Heliport,55.61666667,13.0
12518,"Mankato, MN: Downtown Heliport",Downtown Heliport,44.16388889,-94.00416667
12519,"Jamestown, ND: Jamestown Regional",Jamestown Regional,46.92972222,-98.67805556
12520,"Johannesburg, South Africa: Oliver Reginald Tambo International",Oliver Reginald Tambo International,-26.13861111,28.24638889
12521,"Nanortalik, Greenland: Nanortalik Airport",Nanortalik Airport,60.15,-45.21666667
12522,"Newport Beach, CA: Newport Beach Airport",Newport Beach Airport,33.61388889,-117.88972222
12523,"Juneau, AK: Juneau International",Juneau International,58.35472222,-134.57833333
12524,"Safawi, Jordan: Prince Hassan Air Base",Prince Hassan Air Base,,
12525,"Azraq, Jordan: Al Shaheed Mwaffaq Salti Air Base",Al Shaheed Mwaffaq Salti Air Base,31.82555556,36.78194444
12526,"Azraq, Jordan: Azraq Highway Strip",Azraq Highway Strip,32.03,36.40611111
12527,"Santa Ana, CA: Centerport Heliport",Centerport Heliport,33.66666667,-117.86666667
12528,"Joensuu, Finland: Joensuu Airport",Joensuu Airport,62.66055556,29.62055556
12529,"Yogyakarta, Indonesia: Adisutjipto",Adisutjipto,-7.78805556,110.43194444
12530,"Port St Johns, South Africa: Port St Johns Airport",Port St Johns Airport,-31.60611111,29.52166667
12531,"Joinville, Brazil: Joinville Airport",Joinville Airport,-26.2,-48.8
12533,"Jolo, Philippines: Jolo Airport",Jolo Airport,6.05388889,121.01305556
12534,"Njombe, Tanzania: Njombe Airport",Njombe Airport,-9.35694444,34.77388889
12535,"Johnston Island, TT: Johnston Atoll",Johnston Atoll,16.73055556,-169.53527778
12536,"Orange, CA: Orange County Heliport",Orange County Heliport,33.84805556,-117.85
12537,"Jos, Nigeria: Yakubu Gowon",Yakubu Gowon,9.63972222,8.86916667
12539,"Okinawa, Japan: Futenma MCAS",Futenma MCAS,26.27416667,127.75638889
12540,"Joao Pessoa, Brazil: Presidente Castro Pinto International",Presidente Castro Pinto International,-7.14861111,-34.95055556
12541,"New York, NY: Pan Am Building Heliport",Pan Am Building Heliport,40.75333333,-73.975
12542,"Ji Parana, Brazil: Ji Parana Airport",Ji Parana Airport,-10.87083333,-61.84666667
12543,"Houston, TX: Park Ten Helipad",Park Ten Helipad,29.50861111,-95.05027778
12544,"Concord, NC: Concord Padgett Regional",Concord Padgett Regional,35.38777778,-80.70916667
12545,"New York, NY: West 30th Street Heliport",West 30th Street Heliport,40.75444444,-74.0075
12546,"New York, NY: Downtown Manhattan/Wall Street Heliport",Downtown Manhattan/Wall Street Heliport,40.70111111,-74.00916667
